filer_id,filer_previous_id,cand_comm_name,election_year,election_type,county_desc,filing_abbrev,filing_desc,filing_cat_desc,filing_sched_abbrev,filing_sched_desc,loan_lib_number,trans_number,trans_mapping,sched_date,org_date,cntrbr_type_desc,cntrbn_type_desc,transfer_type_desc,receipt_type_desc,receipt_code_desc,purpose_code_desc,r_subcontractor,flng_ent_name,flng_ent_first_name,flng_ent_middle_name,flng_ent_last_name,flng_ent_add1,flng_ent_city,flng_ent_state,flng_ent_zip,flng_ent_country,payment_type_desc,pay_number,owned_amt,org_amt,loan_other_desc,trans_explntn,r_itemized,r_liability,election_year_str,office_desc,district,dist_off_cand_bal_prop,r_amend,transaction_type,corp_name
6884,A00777,Real Estate Board Pac,2018,State/Local,,J,January Periodic,Itemized,F,Expenditures/ Payments,,459248,,2017-12-12,,,,,,,Political Contributions,,Dinapoli 2018,,,,P.O. Box 1776,Mineola,NY,11501,United States,Check,CHK1289,,2500.0,,,Y,,,,,,N,expenditures,DINAPOLI 2018
6884,A00777,Real Estate Board Pac,2018,State/Local,,J,January Periodic,Itemized,F,Expenditures/ Payments,,459249,,2017-12-12,,,,,,,Political Contributions,,Friends Of Edward Braunstein,,,,Po Box 610181,Bayside,NY,11361,United States,Check,CHK1290,,500.0,,,Y,,,,,,N,expenditures,FRIENDS OF EDWARD BRAUNSTEIN
6884,A00777,Real Estate Board Pac,2018,State/Local,,J,January Periodic,Itemized,F,Expenditures/ Payments,,459241,,2018-01-12,,,,,,,Political Contributions,,Friends Of Jesse Hamilton,,,,39 BroadwaySuite 1740,New York,NY,10006,United States,Check,CHK1295,,1500.0,,,Y,,,,,,N,expenditures,FRIENDS OF JESSE HAMILTON
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459167,,2018-02-05,,,,,,,Political Contributions,,Hevesi For Assembly,,,,P.O.Box 720588,Jackson Heights,NY,11372,United States,Check,CHK1296,,1000.0,,,Y,,,,,,N,expenditures,HEVESI FOR ASSEMBLY
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459168,,2018-02-26,,,,,,,Political Contributions,,Nys Senate Republican Campaign Committee,,,,P.O.Box 7229,Albany,NY,12211,United States,Check,CHK1297,,50000.0,,,Y,,,,,,N,expenditures,SRCC
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459169,,2018-02-26,,,,,,,Political Contributions,,Julie Killian For State Senate,,,,22 Boutonville Rd,South Salem,NY,10590,United States,Check,CHK1298,,11000.0,,,Y,,,,,,N,expenditures,JULIE KILLIAN FOR STATE SENATE
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459172,,2018-02-26,,,,,,,Political Contributions,,Dacc,,,,107 Washington AveSuite 1ll,Albany,NY,12210,United States,Check,CHK1301,,10000.0,,,Y,,,,,,N,expenditures,DACC
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459171,,2018-02-26,,,,,,,Political Contributions,,Racc Housekeeping Account,,,,315 State Street,Albany,NY,12210,United States,Check,CHK1300,,2500.0,,,Y,,,,,,N,expenditures,RACC HOUSEKEEPING ACCOUNT
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459170,,2018-02-26,,,,,,,Political Contributions,,New York State Conservative Party,,,,325 Parkview Drive,Schenectady,NY,12303,United States,Check,CHK1299,,5000.0,,,Y,,,,,,N,expenditures,NEW YORK STATE CONSERVATIVE PARTY
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459151,,2018-02-27,,,,,,,Political Contributions,,Jacobs For State Senate,,,,P.O.Box 56,Buffalo,NY,14201,United States,Check,CHK1310,,1000.0,,,Y,,,,,,N,expenditures,JACOBS FOR STATE SENATE
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459156,,2018-02-27,,,,,,,Political Contributions,,Friends Of Kathy Marchione,,,,22 Mallard Cove,Ballston Lake,NY,12019,United States,Check,CHK1315,,1000.0,,,Y,,,,,,N,expenditures,FRIENDS OF KATHY MARCHIONE
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459149,,2018-02-27,,,,,,,Political Contributions,,Friends Of Joe Griffo,,,,P.O.Box 162,Utica,NY,13503,United States,Check,CHK1308,,1000.0,,,Y,,,,,,N,expenditures,FRIENDS OF JOE GRIFFO
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459145,,2018-02-27,,,,,,,Political Contributions,,Friends Of Tom OMara,,,,P.O.Box 521,Elmira,NY,14902,United States,Check,CHK1316,,1000.0,,,Y,,,,,,N,expenditures,FRIENDS OF TOM OMARA
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459139,,2018-02-27,,,,,,,Political Contributions,,Friends Of Patty Ritchie,,,,P.O.Box 626,Canton,NY,13617,United States,Check,CHK1320,,1000.0,,,Y,,,,,,N,expenditures,FRIENDS OF PATTY RITCHIE
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459174,,2018-02-27,,,,,,,Political Contributions,,Amedore For Senate,,,,7 Washington Square,Albany,NY,12205,United States,Check,CHK1303,,1000.0,,,Y,,,,,,N,expenditures,AMEDORE FOR SENATE
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459166,,2018-02-27,,,,,,,Political Contributions,,Friends Of Tom Croci,,,,P.O.Box 1837,Sayville,NY,11782,United States,Check,CHK1305,,1000.0,,,Y,,,,,,N,expenditures,FRIENDS OF TOM CROCI
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459140,,2018-02-27,,,,,,,Political Contributions,,Citizens For Joseph Robach,,,,P.O.Box 26409,Rochester,NY,14626,United States,Check,CHK1321,,1000.0,,,Y,,,,,,N,expenditures,CITIZENS FOR JOSEPH ROBACH
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459165,,2018-02-27,,,,,,,Political Contributions,,Boyle For Senate,,,,P.O.Box 101,Bayport,NY,11705,United States,Check,CHK1304,,1000.0,,,Y,,,,,,N,expenditures,BOYLE FOR SENATE
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459153,,2018-02-27,,,,,,,Political Contributions,,Committee To Re-Elect Bill Larkin,,,,P.O.Box 4321,New Windsor,NY,12553,United States,Check,CHK1312,,1000.0,,,Y,,,,,,N,expenditures,COMMITTEE TO RE-ELECT BILL LARKIN
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459173,,2018-02-27,,,,,,,Political Contributions,,Fred Akshar For Our Future,,,,1116 Old State Road,Binghamton,NY,13904,United States,Check,CHK1302,,1000.0,,,Y,,,,,,N,expenditures,FRED AKSHAR FOR OUR FUTURE
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459137,,2018-02-27,,,,,,,Political Contributions,,Gallivan For Senate,,,,P.O.Box 2,Spring Brook,NY,14140,United States,Check,CHK1306,,1000.0,,,Y,,,,,,N,expenditures,GALLIVAN FOR SENATE
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459138,,2018-02-27,,,,,,,Political Contributions,,Mike Ranzenhofer For State Senate,,,,P.O.Box 771,East Amherst,NY,14051,United States,Check,CHK1319,,1000.0,,,Y,,,,,,N,expenditures,MIKE RANZENHOFER FOR STATE SENATE
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459142,,2018-02-27,,,,,,,Political Contributions,,Friends Of Senator Seward,,,,2058 St Highway 205,Mt. Vision,NY,13810,United States,Check,CHK1323,,1000.0,,,Y,,,,,,N,expenditures,FRIENDS OF SENATOR SEWARD
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459154,,2018-02-27,,,,,,,Political Contributions,,Citizens Committee To Re-Elect Ken Lavalle,,,,9 Berkshire Drive,East Greenbush,NY,12061,United States,Check,CHK1313,,1000.0,,,Y,,,,,,N,expenditures,CITIZENS COMMITTEE TO RE-ELECT KEN LAVALLE
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459150,,2018-02-27,,,,,,,Political Contributions,,Helming For Senate,,,,P.O.Box 591,Canandaigua,NY,14424,United States,Check,CHK1309,,1000.0,,,Y,,,,,,N,expenditures,HELMING FOR SENATE
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459148,,2018-02-27,,,,,,,Political Contributions,,Friends Of Marty Golden,,,,7304 Fifth AveSuite 327,Brooklyn,NY,11209,United States,Check,CHK1307,,1000.0,,,Y,,,,,,N,expenditures,FRIENDS OF MARTY GOLDEN
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459152,,2018-02-27,,,,,,,Political Contributions,,Andrew Lanza For Staten Island,,,,P.O.Box 352,Staten Island,NY,10308,United States,Check,CHK1311,,1000.0,,,Y,,,,,,N,expenditures,ANDREW LANZA FOR STATEN ISLAND
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459143,,2018-02-27,,,,,,,Political Contributions,,Cathy Young For Senate,,,,P.O.Box 29,Olean,NY,14760,United States,Check,CHK1324,,5000.0,,,Y,,,,,,N,expenditures,CATHY YOUNG FOR SENATE
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459141,,2018-02-27,,,,,,,Political Contributions,,Serino4ny,,,,P.O.Box 711,Hyde Park,NY,12538,United States,Check,CHK1322,,1000.0,,,Y,,,,,,N,expenditures,SERINO4NY
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459146,,2018-02-27,,,,,,,Political Contributions,,Rob Ortt For State Senate,,,,P.O.Box 1279,North Tonawanda,NY,14120,United States,Check,CHK1317,,1000.0,,,Y,,,,,,N,expenditures,ROB ORTT FOR STATE SENATE
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459147,,2018-02-27,,,,,,,Political Contributions,,Elaine Phillips For Senate,,,,P.O.Box 177,Williston Park,NY,11596,United States,Check,CHK1318,,1000.0,,,Y,,,,,,N,expenditures,ELAINE PHILLIPS FOR SENATE
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459155,,2018-02-27,,,,,,,Political Contributions,,Friends Of Carl L.Marcellino,,,,P.O.Box 599,Oyster Bay,NY,11771,United States,Check,CHK1314,,2500.0,,,Y,,,,,,N,expenditures,FRIENDS OF CARL L.MARCELLINO
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459162,,2018-02-28,,,,,,,Political Contributions,,New Yorkers For Leroy Comrie,,,,118-20 236th St,Cambria Heights,NY,11411,United States,Check,CHK1332,,1000.0,,,Y,,,,,,N,expenditures,NEW YORKERS FOR LEROY COMRIE
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459132,,2018-02-28,,,,,,,Political Contributions,,Abbate For Assembly,,,,101 Ebbitts St,Staten Island,NY,10306,United States,Check,CHK1337,,500.0,,,Y,,,,,,N,expenditures,ABBATE FOR ASSEMBLY
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459136,,2018-02-28,,,,,,,Political Contributions,,Peralta For Senate,,,,39 BroadwaySuite 1740,New York,NY,10006,United States,Check,CHK1326,,8000.0,,,Y,,,,,,N,expenditures,PERALTA FOR SENATE
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459144,,2018-02-28,,,,,,,Political Contributions,,Tony Avella For New York,,,,P.O.Box 570052,Whitestone,NY,11357,United States,Check,CHK1325,,1000.0,,,Y,,,,,,N,expenditures,TONY AVELLA FOR NEW YORK
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459163,,2018-02-28,,,,,,,Political Contributions,,Friends Of Andrea Stewart-Cousins,,,,1461 First Ave#302,New York,NY,10075,United States,Check,CHK1333,,2500.0,,,Y,,,,,,N,expenditures,FRIENDS OF ANDREA STEWART-COUSINS
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459133,,2018-02-28,,,,,,,Political Contributions,,Dickens For New York,,,,193 Malcolm X BlvdSuite 1,New York,NY,10026,United States,Check,CHK1338,,1000.0,,,Y,,,,,,N,expenditures,DICKENS FOR NEW YORK
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459161,,2018-02-28,,,,,,,Political Contributions,,Benjamin For New York,,,,40 West 116th StApt A1107,New York,NY,10026,United States,Check,CHK1331,,1000.0,,,Y,,,,,,N,expenditures,BENJAMIN FOR NEW YORK
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459157,,2018-02-28,,,,,,,Political Contributions,,Valensky For Senate,,,,P.O.Box 44,Camillus,NY,13031,United States,Check,CHK1327,,2500.0,,,Y,,,,,,N,expenditures,VALENSKY FOR SENATE
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459131,,2018-02-28,,,,,,,Political Contributions,,Friends Of Toby Stavinsky,,,,P.O.Box 541547,Flushing,NY,11354,United States,Check,CHK1336,,500.0,,,Y,,,,,,N,expenditures,FRIENDS OF TOBY STAVINSKY
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459158,,2018-02-28,,,,,,,Political Contributions,,Dscc Housekeeping,,,,111 Washington AveSuite 409,Albany,NY,12210,United States,Check,CHK1328,,2500.0,,,Y,,,,,,N,expenditures,DSCC HOUSEKEEPING
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459175,,2018-02-28,,,,,,,Political Contributions,,Friends Of Brian Kolb,,,,P.O.Box 835,Canandaigua,NY,14424,United States,Check,CHK1341,,1000.0,,,Y,,,,,,N,expenditures,FRIENDS OF BRIAN KOLB
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459159,,2018-02-28,,,,,,,Political Contributions,,Addabbo For Senate,,,,193 Malcolm X BlvdSuite 1,New York,NY,10026,United States,Check,CHK1329,,1000.0,,,Y,,,,,,N,expenditures,ADDABBO FOR SENATE
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459130,,2018-02-28,,,,,,,Political Contributions,,Friends Of Luis R.Sepulveda,,,,881 Gerard AveSuite 200,Bronx,NY,10452,United States,Check,CHK1335,,1000.0,,,Y,,,,,,N,expenditures,FRIENDS OF LUIS R.SEPULVEDA
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459164,,2018-02-28,,,,,,,Political Contributions,,Friends Of Kevin Parker,,,,P.O.Box 100131,Brooklyn,NY,11210,United States,Check,CHK1334,,1000.0,,,Y,,,,,,N,expenditures,FRIENDS OF KEVIN PARKER
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459160,,2018-02-28,,,,,,,Political Contributions,,Friends Of Jamaal T.Bailey,,,,1776 Castle Hill AveApt#1f,Bronx,NY,10462,United States,Check,CHK1330,,1000.0,,,Y,,,,,,N,expenditures,FRIENDS OF JAMAAL BAILEY
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459134,,2018-02-28,,,,,,,Political Contributions,,People For Magnarelli,,,,P.O.Box 6506,Syracuse,NY,13217,United States,Check,CHK1339,,1000.0,,,Y,,,,,,N,expenditures,PEOPLE FOR MAGNARELLI
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459135,,2018-02-28,,,,,,,Political Contributions,,Nolan 2018,,,,P.O.Box 4235,Sunnyside,NY,11104,United States,Check,CHK1340,,1000.0,,,Y,,,,,,N,expenditures,NOLAN 2018
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459176,,2018-03-01,,,,,,,Political Contributions,,Friends Of Mark Johns,,,,26 Fuller Ave,Webster,NY,14580,United States,Check,CHK1342,,250.0,,,Y,,,,,,N,expenditures,FRIENDS OF MARK JOHNS
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459128,,2018-03-01,,,,,,,Political Contributions,,David Carlucci For New York,,,,P.O.Box 833,Nanuet,NY,10954,United States,Check,CHK1346,,2500.0,,,Y,,,,,,N,expenditures,DAVID CARLUCCI FOR NEW YORK
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459127,,2018-03-01,,,,,,,Political Contributions,,Friends Of Ed Ra,,,,P.O.Box 614,Mineola,NY,11501,United States,Check,CHK1345,,250.0,,,Y,,,,,,N,expenditures,FRIENDS OF ED RA
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459125,,2018-03-01,,,,,,,Political Contributions,,Citizens For Montesano,,,,P.O.Box 88,Glen Cove,NY,11542,United States,Check,CHK1343,,250.0,,,Y,,,,,,N,expenditures,CITIZENS FOR MONTESANO
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459126,,2018-03-01,,,,,,,Political Contributions,,Nicole For New York,,,,P.O.Box60487,Staten Island,NY,10306,United States,Check,CHK1344,,250.0,,,Y,,,,,,N,expenditures,NICOLE FOR NEW YORK
6884,A00777,Real Estate Board Pac,2018,State/Local,,G,32-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459129,,2018-03-02,,,,,,,Political Contributions,,Simcha Ny,,,,1313 Central Ave,Lakewood,NJ,08701,United States,Check,CHK1347,,1000.0,,,Y,,,,,,N,expenditures,SIMCHA NY
6884,A00777,Real Estate Board Pac,2018,State/Local,,H,11-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459197,,2018-04-04,,,,,,,Political Contributions,,Suffolk Country Democratic Committee,,,,1461 Lakeland AvenueSuite 3,Bohemia,NY,11716,United States,Check,CHK1354,,500.0,,,Y,,,,,,N,expenditures,SUFFOLK COUNTY DEMOCRATIC COMMITTEE
6884,A00777,Real Estate Board Pac,2018,State/Local,,H,11-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459190,,2018-04-04,,,,,,,Political Contributions,,Racc,,,,315 State Street,Albany,NY,12210,United States,Check,CHK1360,,1000.0,,,Y,,,,,,N,expenditures,RACC
6884,A00777,Real Estate Board Pac,2018,State/Local,,H,11-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459188,,2018-04-04,,,,,,,Political Contributions,,Citizens For Hannon,,,,P.O.Box 398,Garden City,NY,11530,United States,Check,CHK1362,,1000.0,,,Y,,,,,,N,expenditures,CITIZENS FOR HANNON
6884,A00777,Real Estate Board Pac,2018,State/Local,,H,11-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459187,,2018-04-04,,,,,,,Political Contributions,,Ron Kim For New York,,,,35-11b Farrington StP.O.Box 154,Flushing,NY,11354,United States,Check,CHK1363,,1000.0,,,Y,,,,,,N,expenditures,RON KIM FOR NEW YORK
6884,A00777,Real Estate Board Pac,2018,State/Local,,H,11-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459198,,2018-04-04,,,,,,,Political Contributions,,Independence Party ChairmanS Club,,,,P.O.Box 345,Babylon,NY,11702,United States,Check,CHK1349,,5000.0,,,Y,,,,,,N,expenditures,INDEPENDENCE PARTY CHAIRMANS CLUB
6884,A00777,Real Estate Board Pac,2018,State/Local,,H,11-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459180,,2018-04-04,,,,,,,Political Contributions,,Friends Of Aravella,,,,3811 Ditmars Blvd#127,Astoria,NY,11105,United States,Check,CHK1352,,1000.0,,,Y,,,,,,N,expenditures,FRIENDS OF ARAVELLA
6884,A00777,Real Estate Board Pac,2018,State/Local,,H,11-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459191,,2018-04-04,,,,,,,Political Contributions,,Bronx Democratic County Committe-Housekeeping,,,,1640 Eastchester Road,Bronx,NY,10461,United States,Check,CHK1359,,5000.0,,,Y,,,,,,N,expenditures,BRONX DEMOCRATIC COUNTY COMMITTEE HOUSEKEEPING
6884,A00777,Real Estate Board Pac,2018,State/Local,,H,11-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459193,,2018-04-04,,,,,,,Political Contributions,,The Empire Fund,,,,2210 Highland Avenue,Rochester,NY,14610,United States,Check,CHK1348,,4400.0,,,Y,,,,,,N,expenditures,EMPIRE FUND
6884,A00777,Real Estate Board Pac,2018,State/Local,,H,11-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459195,,2018-04-04,,,,,,,Political Contributions,,Friends To Elect Brian Curran,,,,P.O.Box 534,Lynbrook,NY,11563,United States,Check,CHK1356,,250.0,,,Y,,,,,,N,expenditures,FRIENDS TO ELECT BRIAN CURRAN
6884,A00777,Real Estate Board Pac,2018,State/Local,,H,11-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459196,,2018-04-04,,,,,,,Political Contributions,,People For Marisol Alcantara 2018,,,,P.O.Box D,New York,NY,10034,United States,Check,CHK1355,,2500.0,,,Y,,,,,,N,expenditures,PEOPLE FOR MARISOL ALCANTARA 2018
6884,A00777,Real Estate Board Pac,2018,State/Local,,H,11-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459186,,2018-04-04,,,,,,,Political Contributions,,David Carlucci For New York,,,,P.O.Box 833,Nanuet,NY,10954,United States,Check,CHK1364,,2500.0,,,Y,,,,,,N,expenditures,DAVID CARLUCCI FOR NEW YORK
6884,A00777,Real Estate Board Pac,2018,State/Local,,H,11-Day Pre-Special,Itemized,F,Expenditures/ Payments,,459179,,2018-04-04,,,,,,,Political Contributions,,New Yorkers For Gianaris,,,,3811 Ditmars Blvd#108,Astoria,NY,11105,United States,Check,CHK1351,,2500.0,,,Y,,,,,,N,expenditures,NEW YORKERS FOR GIANARIS
